drugName_clean,n_reviews,patient_mean,patient_expected,patient_std,pct_high,pct_none,drug_name,log_reports,serious_rate,death_rate,hosp_rate,lifethreat_rate,disability_rate,no_faers,faers_severity,patient_z,faers_z,divergence_z,flag,ci_lo,ci_hi,ci_width
plavix,33,0.48484848484848486,0.8335089034716161,0.6326042275266038,0.09090909090909091,0.7575757575757576,plavix,12.180200837962603,0.8132245400661997,0.1108927554376549,0.4596928539542616,0.0602234069300275,0.0318947514251556,0,0.6552115959762765,-1.2302675498478832,1.1178633155817297,-2.3481308654296127,FAERS-worse-than-patient,0.6287233313901234,1.0499433069534785,0.4212199755633551
pradaxa,69,0.5797101449275363,0.8223615747826252,0.6105863561888372,0.07246376811594203,0.6956521739130435,pradaxa,11.20343395292079,0.7664558859603696,0.1489213829192842,0.5084694948283616,0.0637222169226366,0.0207819462803723,0,0.6986180320559457,-1.2750220583262393,1.3558612520959492,-2.6308833104221883,FAERS-worse-than-patient,0.684635270579197,0.9668194363577902,0.2821841657785932
prevacid,52,0.21153846153846154,0.5011223954038099,0.531829365588192,0.019230769230769232,0.8653846153846154,prevacid,12.0729011881212,0.8728121286902477,0.1120460179822006,0.3639453450777439,0.0684386103209148,0.054797728804652,0,0.6489716275481352,-2.564739261272615,1.0836495043606074,-3.6483887656332223,FAERS-worse-than-patient,0.36716754209625835,0.6484199396166511,0.28125239752039277
propafenone,42,0.5476190476190477,0.8018626392473587,0.4657083851068016,0.023809523809523808,0.5952380952380952,propafenone,8.594339400592892,0.8073717355065753,0.1207407407407407,0.4344444444444444,0.0688888888888888,0.0212962962962962,0,0.6501930021334539,-1.3573215768751445,1.0903463138034104,-2.447667890678555,FAERS-worse-than-patient,0.668607067844727,0.9516883857079044,0.28308131786317736
qsymia,422,1.0,1.1336449373920252,0.5867878573796946,0.14928909952606634,0.36492890995260663,qsymia,8.661466680572662,0.1503030303030303,0.0025974025974025,0.0377489177489177,0.0046753246753246,0.009004329004329,0,0.07660606060606043,-0.025275659008879302,-2.054636799863502,2.029361140854623,patient-worse-than-FAERS,1.0767378440519757,1.1917458321910859,0.11500798813911017
rabeprazole,50,0.32,0.7316417182579152,0.5848423338002239,0.06,0.8,rabeprazole,10.539932097726275,0.8398825117091371,0.1179023125363814,0.3437582685082288,0.0438164788061597,0.0300841403397364,0,0.5978582815859801,-1.6392458738489775,0.8033945015079744,-2.4426403753569517,FAERS-worse-than-patient,0.5742679698157999,0.8976595369631438,0.32339156714734396
ramipril,54,0.8148148148148148,0.9979529967001459,0.7962671857791825,0.14814814814814814,0.6296296296296297,ramipril,11.705560323039249,0.9339909766498132,0.1066865715958859,0.5259685095221992,0.1158334914180612,0.0780168752010425,0,0.797146725127108,-0.5700542583998509,1.8960950919656747,-2.4661493503655256,FAERS-worse-than-patient,0.7988488069729048,1.2083615895069242,0.40951278253401935
reclipsen,135,1.6666666666666667,1.5968583647540442,0.5383072422404117,0.2518518518518518,0.14074074074074075,reclipsen,7.7025561132685825,0.9014911884319928,0.2453682783551739,0.4365115228197017,0.2738364211477632,0.3967464979665612,0,1.230863081789426,1.8344424708275118,4.274166346851421,-2.439723876023909,FAERS-worse-than-patient,1.5063708418050115,1.687716641774496,0.18134579996948452
repatha,43,1.3255813953488371,1.3089082092178825,0.802305925825486,0.2558139534883721,0.3023255813953488,repatha,11.964173044066817,0.1562884129137449,0.0121126437660005,0.0501891406518665,0.0036363404786468,0.005107434437609,0,0.09057801445530096,0.6783746776517108,-1.9780284328672386,2.6564031105189496,patient-worse-than-FAERS,1.0712953422974467,1.5541313937107681,0.4828360514133214
sildenafil,224,0.4419642857142857,0.7099584140824143,0.3820313530680965,0.008928571428571428,0.6383928571428571,sildenafil,11.738314493312824,0.6657612820246531,0.1456417624521072,0.3468789910600255,0.0240980204342273,0.0167784163473818,0,0.549832950380065,-1.7263004182726664,0.5400711153990346,-2.266371533671701,FAERS-worse-than-patient,0.6618472528872869,0.76133013048495,0.09948287759766317
skyla,1074,1.6042830540037243,1.5928142941340198,0.6016209720834249,0.28957169459962756,0.1378026070763501,skyla,9.063694791634695,0.5396733464612533,0.0067168500289519,0.09160393746381,0.0201505500868558,0.0160972785176606,0,0.24180935773107992,1.8182062587357577,-1.14882541859887,2.967031677334628,patient-worse-than-FAERS,1.5569305707163448,1.6295138417138118,0.07258327099746698
sprintec,684,1.5423976608187135,1.532990328643242,0.6650126178136567,0.25584795321637427,0.1871345029239766,sprintec,8.184792654165078,0.4288107202680067,0.00976290097629,0.1542538354253835,0.0337517433751743,0.0206415620641562,0,0.2569835229144325,1.5780238576004915,-1.0656253144637289,2.6436491720642206,patient-worse-than-FAERS,1.4834078211774315,1.5831817368323098,0.09977391565487825
suprep bowel prep kit,806,1.2121588089330024,1.2827714265875645,0.4903753095885766,0.13399503722084366,0.141439205955335,suprep bowel prep kit,8.37216741936598,0.1417996761508212,0.0071692876965772,0.0504162812210915,0.0034690101757631,0.0057816836262719,0,0.08173971783137013,0.5734402227288247,-2.0264889043727847,2.5999291271016096,patient-worse-than-FAERS,1.2503323240821516,1.316765384529944,0.06643306044779251
tacrolimus,67,0.8805970149253731,0.9794226985393123,0.5841614023447207,0.05970149253731343,0.47761194029850745,tacrolimus,11.934198303283909,0.899201249647224,0.1659437360964374,0.4032640151192015,0.0782733661878482,0.0145614184750867,0,0.7101478044330447,-0.6444500539561907,1.4190791129033116,-2.063529166859502,FAERS-worse-than-patient,0.8528022090681634,1.114766255138706,0.2619640460705427
tadalafil,415,0.43855421686746987,0.6505820380299357,0.423566654481744,0.014457831325301205,0.6626506024096386,tadalafil,11.49378341944186,0.626118542553083,0.1124328511870177,0.3763493471147671,0.018480576536905,0.0134858261215253,0,0.5126676270249177,-1.964685828768286,0.33629326429478956,-2.3009790930630754,FAERS-worse-than-patient,0.6105949894386645,0.6938954598360546,0.08330047039739008
tapentadol,293,1.310580204778157,1.2929744064495214,0.5403916825195536,0.08191126279863481,0.26621160409556316,tapentadol,10.408315224498482,0.8963269248181571,0.6200464793408385,0.1350919023330214,0.0109860260163583,0.0060362780309661,0,0.9695047233875592,0.6144033414702155,2.841135773315744,-2.2267324318455284,FAERS-worse-than-patient,1.234301804832446,1.35512968806421,0.12082788323176419
taytulla,65,1.8615384615384616,1.7407303080621501,0.6532041014098884,0.4153846153846154,0.13846153846153847,taytulla,5.765191102784844,0.2295597484276729,0.0062893081761006,0.0786163522012578,0.0157232704402515,0.0251572327044025,0,0.14465408805031432,2.412062301212456,-1.6815287638600351,4.093591065072491,patient-worse-than-FAERS,1.5856402370686313,1.8929426071869566,0.3073023701183253
tioconazole,980,1.6183673469387756,1.565105545155929,0.6036074718772967,0.2938775510204082,0.1489795918367347,tioconazole,7.340835554123275,0.0609993510707332,0.0123296560674886,0.027255029201817,0.0025957170668397,0.0019467878001297,0,0.047696301103179614,1.7069606432467923,-2.2131493092567958,3.920109952503588,patient-worse-than-FAERS,1.5269463205314637,1.600178434936133,0.07323211440466926
tri-lo-sprintec,73,1.4657534246575343,1.4948810660127734,0.7064996246172073,0.2465753424657534,0.2602739726027397,tri-lo-sprintec,6.673297967767654,0.5095057034220533,0.0189873417721519,0.1696202531645569,0.0354430379746835,0.0139240506329113,0,0.294750445203831,1.4250220609293653,-0.8585488902009283,2.2835709511302937,patient-worse-than-FAERS,1.3182835595698346,1.6518886453299717,0.33360508576013714
tri-sprintec,461,1.5314533622559654,1.5073563504418206,0.6187087611865468,0.2299349240780911,0.16702819956616052,tri-sprintec,7.335633981927201,0.4774657086871326,0.0123939986953685,0.1800391389432485,0.0391389432485322,0.0208741030658838,0,0.29157630751807695,1.475108071517812,-0.875952719855013,2.351060791372825,patient-worse-than-FAERS,1.4545687741314715,1.5649982080715388,0.11042943394006732
triazolam,37,0.2702702702702703,0.649134078480883,0.4349233043002572,0.0,0.8108108108108109,triazolam,9.055556158175316,0.8553246146660439,0.1440747227086982,0.4305896088733216,0.0742556917688266,0.0274372446001167,0,0.6945775361803151,-1.9704991244665098,1.3337071715552362,-3.304206296021746,FAERS-worse-than-patient,0.5206370928532553,0.7961881065186577,0.27555101366540236
trulicity,289,1.3217993079584776,1.354574905125776,0.6633919336384111,0.19377162629757785,0.22837370242214533,trulicity,11.371027743441651,0.2556450776306234,0.0188083438976604,0.1190734124697476,0.0115131958050017,0.0075832661057969,0,0.1695574163397804,0.8617182020251117,-1.5449835581133422,2.406701760138454,patient-worse-than-FAERS,1.2797045994994363,1.4346353272164858,0.15493072771704952
valtrex,203,0.4433497536945813,0.7243663614396845,0.44770689961419385,0.034482758620689655,0.6896551724137931,valtrex,10.705735744369608,0.7205374366336189,0.0806097287603676,0.3976911006500784,0.0514010311589329,0.02228199955167,0,0.5523347346888078,-1.6684551155865193,0.5537884245554832,-2.2222435401420024,FAERS-worse-than-patient,0.6644912504561333,0.7894552066011822,0.12496395614504885
varenicline,1082,1.244916820702403,1.3467028743422365,0.5233303191425481,0.13031423290203328,0.2134935304990758,varenicline,11.318126386665162,0.3949008980544179,0.0199637905685366,0.0895029101204145,0.0140949464756558,0.0165008080292591,0,0.20601203784607525,0.8301134222367719,-1.3451024925731836,2.1752159148099555,patient-worse-than-FAERS,1.3176133525161016,1.3790911750594157,0.06147782254331413
viibryd,501,1.3632734530938124,1.4167195932591228,0.6473158064920039,0.18363273453093812,0.24550898203592814,viibryd,9.116688815894728,0.3916721599648429,0.0202086765513454,0.1092806150466776,0.0117517847336628,0.0187808896210873,0,0.21489868258582842,1.1112178848231444,-1.296376927850149,2.4075948126732936,patient-worse-than-FAERS,1.3637347168982847,1.4717418948652061,0.10800717796692139
vilazodone,544,1.3639705882352942,1.4165867943194437,0.6552786986377716,0.1875,0.25183823529411764,vilazodone,9.116688815894728,0.3916721599648429,0.0202086765513454,0.1092806150466776,0.0117517847336628,0.0187808896210873,0,0.21489868258582842,1.1106847210995652,-1.296376927850149,2.407061648949714,patient-worse-than-FAERS,1.3629646049625046,1.470929422857523,0.10796481789501833
viorele,34,1.6764705882352942,1.7624999008861018,0.6746720798640738,0.3235294117647059,0.14705882352941177,viorele,5.631211781821365,0.2877697841726618,0.0035971223021582,0.079136690647482,0.0287769784172661,0.0215827338129496,0,0.16762589928057534,2.4994632789527196,-1.5555740860615264,4.055037365014246,patient-worse-than-FAERS,1.5406913301753926,1.973430721154783,0.4327393909793904
warfarin,36,0.5277777777777778,0.8226252493666697,0.5869580256640317,0.08333333333333333,0.75,warfarin,11.750374207389497,0.7953446548718637,0.1273580441640378,0.4564826498422712,0.0644321766561514,0.0287302839116719,0,0.6658597056098239,-1.2739634525619001,1.1762470104768845,-2.4502104630387844,FAERS-worse-than-patient,0.6368827201380995,1.031646435715047,0.39476371557694745
xanax,599,0.4607679465776294,0.7159815860726276,0.4277883769189101,0.02337228714524207,0.6277128547579299,xanax,12.220000205227588,0.7071948548994851,0.1638725074456125,0.3203339184631467,0.0400633123607029,0.0245655904222796,0,0.5854444863311894,-1.7021184721380003,0.735329534148583,-2.4374480062865835,FAERS-worse-than-patient,0.68400306934759,0.7490093175315393,0.06500624818394929
xanax xr,48,0.2708333333333333,0.5715837584956733,0.3388648595181628,0.0,0.75,xanax xr,12.220000205227588,0.7071948548994851,0.1638725074456125,0.3203339184631467,0.0400633123607029,0.0245655904222796,0,0.5854444863311894,-2.2818496327461264,0.735329534148583,-3.017179166894709,FAERS-worse-than-patient,0.47774914660481804,0.6729440831611543,0.19519493655633624
xulane,204,1.6862745098039216,1.6269379408405291,0.6970624439572338,0.35784313725490197,0.16176470588235295,xulane,7.476472381163905,0.1486946651532349,0.0028328611898017,0.0362606232294617,0.0084985835694051,0.0135977337110481,0,0.08188885280376076,1.9552065283471793,-2.0256711957816917,3.980877724128871,patient-worse-than-FAERS,1.5277369270192107,1.7161907351298724,0.1884538081106617
zubsolv,53,1.2641509433962264,1.3605526071395277,0.6392629149170351,0.18867924528301888,0.33962264150943394,zubsolv,7.186144304522325,0.3393939393939394,0.0098484848484848,0.0628787878787878,0.0143939393939393,0.0393939393939393,0,0.18219696969696947,0.8857175944284008,-1.4756807567510954,2.3613983511794965,patient-worse-than-FAERS,1.1865282552307796,1.5243303250142426,0.33780206978346294
